lemma,pos,sentiment,markedness,n_synsets
kazirodztwo,VERB,negative,- m,2
kaznodzieja,VERB,negative,- s,2
kaznodziejski,ADV,negative,- s,4
kaznodziejsko,ADJ,negative,- s,2
kaznodziejstwo,VERB,negative,- s,4
kazuista,VERB,negative,- m,2
kazuistycznie,ADJ,negative,- s,1
kazuistyczny,ADV,negative,- s,1
kazuistyka,VERB,negative,- s,2
kazus,VERB,negative,- s,2
kałmuk,VERB,negative,- s,2
kebab,VERB,negative,- s,3
kibel,VERB,negative,- s,2
kibicować,NOUN,positive,+ s,5
kiblować,NOUN,negative,- s,8
kiblowy,ADV,negative,- s,2
kibol,VERB,negative,- m,2
kibolski,ADV,negative,- m,2
kibolstwo,VERB,negative,- m,2
kicać,NOUN,positive,+ s,1
kicha,VERB,negative,- s,2
kicnąć,NOUN,positive,+ s,1
kicz,VERB,negative,- s,2
kiczowato,ADJ,negative,- s,2
kiczowaty,ADV,negative,- s,2
kiczowy,ADV,negative,- s,3
kidnaper,VERB,negative,- m,2
kidnaperstwo,VERB,negative,- s,3
kidnaping,VERB,negative,- s,3
kiep,VERB,negative,- m,3
kiepskawo,ADJ,negative,- s,8
kiepskawy,ADV,negative,- s,8
kiepski,ADV,negative,- s,8
kiepsko,ADJ,negative,- s,10
kiepściutki,ADV,negative,- s,8
kierat,VERB,negative,- s,3
kierować się,NOUN,positive,+ s,1
kierowniczka,VERB,positive,+ s,1
kiesa,VERB,positive,+ s,2
kieszonkowiec,VERB,negative,- m,2
kiełkować,NOUN,positive,+ s,1
kijowo,ADJ,negative,- s,2
kikucik,VERB,negative,- s,2
kikut,VERB,negative,- m,2
kiler,VERB,negative,- m,2
killer,VERB,negative,- m,2
kilometrowy,ADV,negative,- s,3
kino,VERB,positive,+ s,2
kipisz,VERB,negative,- s,2
kipnąć,NOUN,negative,- m,2
kisić się,NOUN,negative,- s,6
kisnąć,NOUN,negative,- s,9
kiszka,VERB,negative,- s,2
kiszkowaty,ADV,negative,- s,2
kiwać się,NOUN,positive,+ s,3
kić,VERB,negative,- s,4
klajstrowaty,ADV,negative,- s,1
klaka,VERB,negative,- s,3
klakier,VERB,negative,- m,2
klamot,VERB,negative,- s,3
klamoty,VERB,negative,- s,1
klamra,VERB,positive,+ s,2
klan,VERB,negative,- s,2
klanik,VERB,negative,- s,1
klanowo,ADJ,negative,- s,2
klanowy,ADV,negative,- s,2
klapa,VERB,negative,- m,2
klaps,VERB,negative,- s,2
klarować,NOUN,positive,+ s,2
klarownie,ADJ,positive,+ s,6
klarowność,VERB,positive,+ s,2
klarowny,ADV,positive,+ s,5
klaskanie,VERB,positive,+ s,2
klasowo,ADJ,positive,+ s,3
klasowy,ADV,positive,+ s,3
klasycyzm,VERB,positive,+ s,1
klasycznie,ADJ,positive,+ s,2
klasyczno,ADJ,positive,+ s,1
klasyczny,ADV,positive,+ s,1
klasyk,VERB,positive,+ s,2
klasyka,VERB,positive,+ s,1
klasztorna cisza,VERB,negative,- s,1
klateczka,VERB,negative,- s,1
klatka,VERB,negative,- s,2
klaun,VERB,negative,- m,2
klaustrofobia,VERB,negative,- s,1
klaustrofobiczny,ADV,negative,- s,1
klawo,ADJ,positive,+ s,2
kleić się,NOUN,negative,- s,14
kleiście,ADJ,negative,- s,2
klejarz,VERB,negative,- m,2
klejnocik,VERB,positive,+ s,2
klekotka,VERB,negative,- s,2
klekotliwy,ADV,negative,- s,2
kleks,VERB,negative,- s,2
klepak,VERB,negative,- s,2
klerykalista,VERB,negative,- s,2
klerykał,VERB,negative,- s,2
kleszcze,VERB,negative,- s,3
kleszczowy,ADV,negative,- s,1
kleszy,ADV,negative,- s,2
kleć,VERB,negative,- s,2
kliczka,VERB,negative,- s,2
klient,VERB,negative,- s,1
klika,VERB,negative,- s,2
klikowy,ADV,negative,- s,2
klimacik,VERB,positive,+ s,1
klimakteryczny,ADV,negative,- s,2
klimatycznie,ADJ,positive,+ s,2
klimatyczny,ADV,positive,+ s,2
klinicznie,ADJ,negative,- s,2
klisza,VERB,negative,- s,3
kliszowy,ADV,negative,- s,2
klita,VERB,negative,- s,2
klitka,VERB,negative,- s,3
kloaka,VERB,negative,- s,3
kloc,VERB,negative,- s,4
klocowaty,ADV,negative,- s,4
klop,VERB,negative,- s,1
klops,VERB,negative,- s,3
kloszard,VERB,negative,- m,2
klown,VERB,negative,- m,2
klucha,VERB,negative,- m,2
kluchowaty,ADV,negative,- s,6
kluczowo,ADJ,positive,+ s,2
kluczowość,VERB,positive,+ s,2
kluczowy,ADV,positive,+ s,1
kluskowaty,ADV,negative,- s,2
klątwa,VERB,negative,- s,4
kląć,NOUN,negative,- s,4
kląć się,NOUN,positive,+ s,2
klępa,VERB,negative,- m,2
klęska,VERB,negative,- m,6
klęska urodzaju,VERB,negative,- s,2
klęska żywiołowa,VERB,negative,- m,2
klęskowo,ADJ,negative,- s,2
klęskowy,ADV,negative,- s,3
kmieć,VERB,negative,- m,2
kmiot,VERB,negative,- m,2
kmiotek,VERB,negative,- s,2
knajacki,ADV,negative,- s,2
knajacko,ADJ,negative,- s,2
knajak,VERB,negative,- m,2
knajpczyna,VERB,negative,- s,2
knajpiany,ADV,negative,- s,2
knajpka,VERB,positive,+ s,1
knot,VERB,negative,- s,2
know-how,VERB,positive,+ s,1
knowacz,VERB,negative,- m,2
knur,VERB,negative,- m,2
knypek,VERB,negative,- m,2
kobieca ręka,VERB,positive,+ s,2
kobieciarz,VERB,negative,- s,2
kobiecina,VERB,negative,- s,1
kobiecisko,VERB,negative,- s,1
kobieco,ADJ,positive,+ s,3
kobiecy,ADV,positive,+ s,2
kobieta fatalna,VERB,negative,- m,2
kobieta lekkich obyczajów,VERB,negative,- s,2
kobieta lekkiego prowadzenia,VERB,negative,- s,2
kobieta nieatrakcyjna,VERB,negative,- s,2
kobieta spod latarni,VERB,negative,- s,2
kobieta w wieku poborowym,VERB,positive,+ s,1
kobieta z przeszłością,VERB,negative,- s,2
kobieta życia,VERB,positive,+ m,2
kobieton,VERB,negative,- m,1
kobylasto,ADJ,negative,- s,4
kobylasty,ADV,negative,- s,6
kobyła,VERB,negative,- s,3
kochana,VERB,positive,+ s,3
kochanica,VERB,negative,- m,2
kochanie,VERB,positive,+ m,2
kochanieńki,ADV,positive,+ s,3
kochaniutki,ADV,positive,+ m,2
kochany,ADV,positive,+ m,2
kochany,VERB,positive,+ m,2
kochać,NOUN,positive,+ m,2
kochliwie,ADJ,positive,+ s,2
kochliwy,ADV,negative,- s,5
koci,ADV,positive,+ m,2
kocia mama,VERB,positive,+ s,2
kocia muzyka,VERB,negative,- m,2
kocia wiara,VERB,negative,- m,2
kociak,VERB,positive,+ m,2
kocica,VERB,negative,- s,1
kocio,ADJ,positive,+ s,1
kociokwik,VERB,negative,- s,6
kocmołuch,VERB,negative,- m,2
kocyk,VERB,positive,+ s,1
koczkodan,VERB,negative,- m,2
kodeks,VERB,positive,+ s,2
koguci,ADV,negative,- s,4
kogucio,ADJ,negative,- s,6
kogut,VERB,negative,- s,3
koherentny,ADV,positive,+ s,2
kohorta,VERB,negative,- s,1
koiciel,VERB,positive,+ s,2
koić,NOUN,positive,+ s,2
kojarzyć,NOUN,positive,+ s,2
kojfnąć,NOUN,negative,- m,2
kojąco,ADJ,positive,+ s,2
kojący,ADV,positive,+ s,2
kokiet,VERB,negative,- s,1
kokieta,VERB,negative,- s,1
kokieteryjny,ADV,positive,+ s,2
kokosowy,ADV,positive,+ s,2
kokosowy interes,VERB,positive,+ m,2
kokosy,VERB,positive,+ m,2
kokota,VERB,negative,- s,1
koks,VERB,negative,- m,2
kolaboracjonista,VERB,negative,- m,2
kolaborant,VERB,negative,- m,2
kolczasto,ADJ,negative,- s,2
kolczastość,VERB,negative,- s,2
kolczasty,ADV,negative,- s,4
kolebać się,NOUN,negative,- s,2
kolega,VERB,positive,+ s,1
kolekcjonerski,ADV,positive,+ s,1
kolektyw,VERB,positive,+ s,1
kolesiana,VERB,negative,- s,2
kolesiowy,ADV,negative,- s,3
koleżeński,ADV,positive,+ s,8
koleżeńsko,ADJ,positive,+ s,2
koleżeńskość,VERB,positive,+ s,2
koleżeństwo,VERB,positive,+ s,4
kolizja,VERB,negative,- s,2
kolizyjnie,ADJ,negative,- s,2
kolizyjny,ADV,negative,- s,4
kolokwialny,ADV,negative,- s,1
kolonialista,VERB,negative,- s,1
kolonialny,ADV,negative,- s,1
kolor,VERB,positive,+ s,1
kolorek,VERB,positive,+ s,1
kolorowo,ADJ,positive,+ s,5
kolorowy,ADV,positive,+ s,5
kolorowy,VERB,negative,- s,2
kolorysta,VERB,negative,- s,2
koloryzator,VERB,negative,- s,2
kolos,VERB,positive,+ m,1
kolos na glinianych nogach,VERB,negative,- m,2
kolubryna,VERB,negative,- s,2
kolędować,NOUN,negative,- s,2
komarowy,ADV,negative,- s,2
kombatant,VERB,positive,+ s,2
kombinacja,VERB,negative,- s,2
kombinacyjnie,ADJ,positive,+ s,2
kombinator,VERB,negative,- s,2
kombinatorski,ADV,negative,- s,7
kombinować,NOUN,positive,+ s,6
komedia,VERB,positive,+ s,2
komediancki,ADV,negative,- s,2
komediant,VERB,negative,- m,2
komediantka,VERB,negative,- s,2
komediowo,ADJ,positive,+ s,1
komentarz,VERB,positive,+ s,1
komercha,VERB,negative,- s,3
komercja,VERB,negative,- s,2
komercjalny,ADV,negative,- s,1
komercyjny,ADV,negative,- s,1
komforcik,VERB,positive,+ s,2
komfort,VERB,positive,+ m,4
komfortowo,ADJ,positive,+ s,5
komfortowy,ADV,positive,+ s,4
komicznie,ADJ,positive,+ s,2
komiczny,ADV,positive,+ s,2
komik,VERB,positive,+ s,2
komika,VERB,positive,+ s,3
komin płacowy,VERB,positive,+ s,1
komisyjny,ADV,positive,+ s,1
komizm,VERB,positive,+ s,3
komizm sytuacyjny,VERB,positive,+ m,2
komnata,VERB,positive,+ s,1
komora gazowa,VERB,negative,- m,2
kompaktowo,ADJ,positive,+ s,1
kompaktowy,ADV,positive,+ s,2
kompan,VERB,positive,+ s,2
kompania honorowa,VERB,positive,+ m,1
kompania reprezentacyjna,VERB,positive,+ m,1
kompanion,VERB,positive,+ s,2
kompasja,VERB,positive,+ s,2
kompatybilnie,ADJ,positive,+ s,2
kompendium,VERB,positive,+ s,1
kompetencja,VERB,positive,+ s,2
kompetentnie,ADJ,positive,+ s,2
kompetentność,VERB,positive,+ s,2
kompetentny,ADV,positive,+ s,6
kompleks,VERB,negative,- s,2
kompleks niższości,VERB,negative,- s,2
kompleksik,VERB,negative,- s,1
kompleksowo,ADJ,positive,+ s,1
kompleksowość,VERB,positive,+ s,2
komplement,VERB,positive,+ s,2
komplementarność,VERB,positive,+ s,1
komplementować,NOUN,positive,+ s,2
kompletnie,ADJ,positive,+ s,2
kompletny,ADV,negative,- s,2
komplikacja,VERB,negative,- s,2
komplikować,NOUN,negative,- s,2
komplikować się,NOUN,negative,- s,2
komponować,NOUN,positive,+ s,1
kompostować,NOUN,negative,- s,2
komprador,VERB,negative,- s,2
kompradorski,ADV,negative,- s,6
kompromisowo,ADJ,positive,+ s,2
kompromisowy,ADV,positive,+ s,4
kompromitacja,VERB,negative,- m,2
kompromitująco,ADJ,negative,- s,3
kompromitujący,ADV,negative,- m,2
kompulsywnie,ADJ,negative,- s,2
kompulsywny,ADV,negative,- s,3
komuch,VERB,negative,- m,2
komuna,VERB,negative,- s,2
komunia,VERB,positive,+ s,2
komunikatywnie,ADJ,positive,+ s,2
komunikatywność,VERB,positive,+ s,2
komunikatywny,ADV,positive,+ m,2
komunista,VERB,negative,- s,1
komunizm,VERB,negative,- s,2
komunizowanie,VERB,negative,- m,2
komuszek,VERB,negative,- s,2
konanie,VERB,negative,- s,2
koncentracja,VERB,positive,+ s,4
koncentrak,VERB,negative,- s,3
koncepcyjny,ADV,positive,+ s,2
koncept,VERB,positive,+ s,2
konceptualnie,ADJ,positive,+ s,2
konceptualny,ADV,positive,+ s,1
koncerniak,VERB,negative,- s,1
koncert,VERB,positive,+ s,2
koncertowo,ADJ,positive,+ s,1
koncertowy,ADV,positive,+ s,2
koncesyjka,VERB,negative,- s,1
koncyliacyjny,ADV,positive,+ s,4
koncypować,NOUN,positive,+ s,4
kondolencje,VERB,negative,- m,2
kondolencyjny,ADV,negative,- s,2
kondotierstwo,VERB,negative,- m,2
kondukt,VERB,negative,- m,1
kondycjonować,NOUN,positive,+ s,2
koneser,VERB,positive,+ m,2
koneserka,VERB,positive,+ s,2
konfekcja,VERB,negative,- s,3
konfidencjonalnie,ADJ,positive,+ s,3
konfidencjonalny,ADV,positive,+ s,1
konfidencki,ADV,negative,- s,3
konfident,VERB,negative,- m,2
konfidentka,VERB,negative,- m,2
konfigurowalny,ADV,positive,+ s,2
konflikt,VERB,negative,- s,2
konfliktogennie,ADJ,negative,- s,2
konfliktotwórczo,ADJ,negative,- s,2
konfliktowo,ADJ,negative,- s,2
konfliktowość,VERB,negative,- m,2
konfliktowy,ADV,negative,- s,6
konformistycznie,ADJ,negative,- s,2
konformistyczny,ADV,negative,- m,2
konformizm,VERB,negative,- s,3
konfrontacja,VERB,negative,- s,2
konfrontacyjnie,ADJ,negative,- s,4
konfrontacyjny,ADV,negative,- s,2
kongenialnie,ADJ,positive,+ m,2
kongenialny,ADV,positive,+ s,4
koniec,VERB,negative,- m,4
koniec świata,VERB,negative,- s,1
konieczność,VERB,negative,- s,3
koniokrad,VERB,negative,- m,2
koniokradztwo,VERB,negative,- s,3
koniowaty,ADV,negative,- m,2
koniunktura,VERB,positive,+ s,2
koniunkturalista,VERB,negative,- m,2
koniunkturalizm,VERB,negative,- m,2
koniunkturalnie,ADJ,negative,- s,2
koniunkturalność,VERB,negative,- m,2
koniunkturalny,ADV,negative,- s,3
konkieta,VERB,positive,+ s,3
konkretnie,ADJ,positive,+ s,5
konkretność,VERB,positive,+ s,2
konkretny,ADV,positive,+ s,8
konkurencja,VERB,negative,- s,1
konkurencyjnie,ADJ,positive,+ s,2
konkurencyjność,VERB,positive,+ s,2
konkurencyjny,ADV,positive,+ s,2
konkurować,NOUN,negative,- s,1
konował,VERB,negative,- m,2
konsekrować,NOUN,positive,+ s,1
konsekwentnie,ADJ,positive,+ s,2
konsekwentność,VERB,positive,+ s,2
konsekwentny,ADV,positive,+ s,4
konsensualny,ADV,positive,+ s,2
konsensus,VERB,positive,+ s,2
konsensusowy,ADV,positive,+ s,2
konserwa,VERB,negative,- s,2
konserwacja,VERB,positive,+ s,1
konspiracja,VERB,negative,- s,2
konspiracyjnie,ADJ,negative,- s,1
konsternacja,VERB,negative,- m,2
konstruktywnie,ADJ,positive,+ s,4
konstruktywność,VERB,positive,+ s,2
konstruktywny,ADV,positive,+ s,6
konsumpcjonista,VERB,negative,- s,2
konsumpcyjnie,ADJ,negative,- s,2
konsumpcyjny,ADV,negative,- s,2
kontaktować,NOUN,positive,+ s,3
kontaktować się,NOUN,positive,+ s,1
kontaktowość,VERB,positive,+ m,2
kontaktowy,ADV,positive,+ s,2
kontekst,VERB,positive,+ s,1
kontemplacja,VERB,positive,+ s,1
kontemplacyjnie,ADJ,positive,+ s,6
kontemplator,VERB,positive,+ s,2
kontemplować,NOUN,positive,+ s,3
kontestator,VERB,negative,- s,3
kontestatorka,VERB,negative,- s,2
kontestatorski,ADV,negative,- s,1
kontrabanda,VERB,negative,- s,5
kontrabandzista,VERB,negative,- m,2
kontrastować,NOUN,positive,+ s,1
kontratakować,NOUN,negative,- s,8
kontrolnie,ADJ,positive,+ s,1
kontrolowalnie,ADJ,positive,+ s,2
kontrolowalny,ADV,positive,+ s,1
kontrowersja,VERB,negative,- s,2
kontrowersyjnie,ADJ,negative,- s,2
kontrowersyjność,VERB,negative,- s,3
kontrowersyjny,ADV,negative,- s,2
kontuzja,VERB,negative,- s,2
kontuzjogennie,ADJ,negative,- s,2
kontuzjogenny,ADV,negative,- s,2
kontynuacja,VERB,positive,+ s,1
kontynuatorka,VERB,positive,+ s,1
konusowaty,ADV,negative,- s,2
konwencjonalistyczny,ADV,negative,- s,2
konwencjonalizm,VERB,negative,- s,1
konwencjonalizować,NOUN,negative,- s,2
konwencjonalizować się,NOUN,negative,- s,2
konwencjonalnie,ADJ,negative,- s,3
konwencjonalny,ADV,negative,- s,3
konwulsyjnie,ADJ,negative,- s,7
konwulsyjny,ADV,negative,- s,6
kop,VERB,negative,- s,5
kopalnia złota,VERB,positive,+ m,2
kopanina,VERB,negative,- s,2
kopać się z koniem,NOUN,negative,- s,2
kopciuch,VERB,negative,- m,2
kopciuszek,VERB,negative,- s,2
koperta,VERB,negative,- s,2
kopertówa,VERB,negative,- s,2
kopertówka,VERB,negative,- s,2
kopia,VERB,negative,- s,1
kopiasto,ADJ,negative,- s,1
kopiato,ADJ,negative,- s,1
kopidół,VERB,negative,- s,4
kopniak,VERB,negative,- s,2
kopnięcie,VERB,negative,- s,2
kopnięty,ADV,negative,- s,2
kopno,ADJ,negative,- s,2
kops,VERB,negative,- s,2
kopsnąć,NOUN,positive,+ s,2
korba,VERB,negative,- s,2
korbnięty,ADV,negative,- s,2
kordialny,ADV,positive,+ s,4
korek,VERB,negative,- s,2
korekcja,VERB,positive,+ s,1
korekcyjny,ADV,positive,+ s,1
korekta,VERB,positive,+ s,2
korektywnie,ADJ,positive,+ s,2
korkotwórczo,ADJ,negative,- s,2
korkotwórczy,ADV,negative,- s,2
korkowy,ADV,negative,- s,2
korność,VERB,positive,+ s,1
korona,VERB,positive,+ s,3
koronkowa robota,VERB,positive,+ s,2
koronkowo,ADJ,positive,+ s,2
koronkowy,ADV,positive,+ s,1
koronny,ADV,positive,+ s,2
korozja,VERB,negative,- s,2
korpulentnie,ADJ,negative,- s,2
korpulentność,VERB,negative,- s,2
korpulentny,ADV,negative,- s,2
korupcja,VERB,negative,- s,4
korupcjogennie,ADJ,negative,- s,2
korupcyjnie,ADJ,negative,- s,2
korupcyjny,ADV,negative,- s,2
koruptor,VERB,negative,- m,2
koryfeusz,VERB,positive,+ m,2
korytarzowy,ADV,negative,- s,2
korytko,VERB,positive,+ s,2
korytkowy,ADV,negative,- s,1
koryto,VERB,negative,- s,3
korzystać,NOUN,positive,+ s,2
korzystnie,ADJ,positive,+ s,6
korzystność,VERB,positive,+ s,2
korzystny,ADV,positive,+ s,6
korzyść,VERB,positive,+ s,3
korzyść majątkowa,VERB,negative,- s,3
kosa,VERB,negative,- s,2
kosmicznie,ADJ,negative,- s,2
kosmiczny,ADV,negative,- s,4
koso,ADJ,negative,- s,2
kosooki,ADV,negative,- s,3
kosooko,ADJ,negative,- s,1
kostnica,VERB,negative,- s,1
kostnieć,NOUN,negative,- s,2
kostropato,ADJ,negative,- s,4
kostropaty,ADV,negative,- s,5
kostycznie,ADJ,negative,- s,4
kostyczność,VERB,negative,- s,2
kostyczny,ADV,negative,- s,7
kosy,ADV,negative,- s,2
koszarowość,VERB,negative,- m,1
koszarowy,ADV,negative,- s,1
koszmar,VERB,negative,- s,6
koszmarek,VERB,negative,- s,2
koszmarnie,ADJ,negative,- s,7
koszmarny,ADV,negative,- m,12
koszt utopiony,VERB,negative,- s,1
kosztochłonność,VERB,negative,- s,1
kosztownie,ADJ,negative,- s,5
kosztowności,VERB,positive,+ m,2
kosztowność,VERB,negative,- s,1
kosztowny,ADV,negative,- s,4
kot,VERB,negative,- s,2
kotek,VERB,positive,+ s,1
koteria,VERB,negative,- s,2
koteryjka,VERB,negative,- s,2
koteryjny,ADV,negative,- s,2
kotka,VERB,negative,- s,2
koturn,VERB,negative,- m,2
koturnowo,ADJ,negative,- s,2
koturnowość,VERB,negative,- m,2
koturnowy,ADV,negative,- s,4
kotłowanina,VERB,negative,- m,2
kotłowisko,VERB,negative,- s,2
koza,VERB,negative,- s,8
kozacki,ADV,positive,+ s,4
kozacko,ADJ,positive,+ s,2
kozak,VERB,negative,- s,4
kozioł,VERB,negative,- s,2
kozioł ofiarny,VERB,negative,- m,2
kozojebca,VERB,negative,- m,4
kołchoz,VERB,negative,- s,2
kołchozowy,ADV,negative,- s,2
kołchoźny,ADV,negative,- s,2
kołek,VERB,negative,- m,2
kołkowaty,ADV,negative,- s,2
koło ratunkowe,VERB,positive,+ s,2
kołowaty,ADV,negative,- s,2
kołować,NOUN,negative,- s,6
kołowrót,VERB,negative,- s,2
kołtun,VERB,negative,- s,4
kołtuneria,VERB,negative,- s,5
kołtuniasty,ADV,negative,- s,4
kołtunowaty,ADV,negative,- m,2
kołtuński,ADV,negative,- m,4
kołtuńsko,ADJ,negative,- s,3
kołtuństwo,VERB,negative,- s,5
kołysać,NOUN,positive,+ s,5
kończyć,NOUN,negative,- s,2
końcówka,VERB,negative,- s,2
końska kuracja,VERB,positive,+ s,2
końskie zdrowie,VERB,positive,+ m,2
końskość,VERB,negative,- m,2
kościany dziadek,VERB,negative,- m,2
kościeć,NOUN,negative,- s,2
kościotrup,VERB,negative,- s,3
kościsto,ADJ,negative,- s,2
kościstość,VERB,negative,- s,2
kościsty,ADV,negative,- s,2
koślawiec,VERB,negative,- s,3
koślawo,ADJ,negative,- s,4
koślawość,VERB,negative,- s,7
koślawy,ADV,negative,- s,4
kość niezgody,VERB,negative,- s,3
kpiarsko,ADJ,negative,- s,3
kpiarz,VERB,negative,- s,2
kpina,VERB,negative,- s,2
kpiąco,ADJ,negative,- s,3
kpić,NOUN,negative,- s,9
krach,VERB,negative,- m,2
krach gospodarczy,VERB,negative,- m,2
kradzież,VERB,negative,- m,2
kradzież rozbójnicza,VERB,negative,- m,2
kraina mlekiem i miodem płynąca,VERB,positive,+ s,3
kraj lat dziecinnych,VERB,positive,+ m,2
krakowskim targiem,ADJ,positive,+ s,2
kraksa,VERB,negative,- s,2
kramarski,ADV,negative,- s,1
krasawica,VERB,positive,+ m,2
krasnalowy,ADV,negative,- s,1
krasomówczy,ADV,positive,+ s,2
krasomówstwo,VERB,positive,+ m,2
krasy,ADV,positive,+ s,2
kratki,VERB,negative,- s,2
kraty,VERB,negative,- s,2
krańcowość,VERB,negative,- s,3
krańcowy,ADV,negative,- m,2
kraśny,ADV,positive,+ s,2
kreacja,VERB,positive,+ s,1
kreator,VERB,positive,+ s,1
kreatorka,VERB,positive,+ s,1
kreatura,VERB,negative,- m,2
kreatywnie,ADJ,positive,+ s,6
kreatywność,VERB,positive,+ s,2
kreatywny,ADV,positive,+ s,9
krejzolski,ADV,positive,+ s,2
krematorium,VERB,negative,- s,3
kreska,VERB,negative,- s,1
kret,VERB,negative,- m,2
kretyn,VERB,negative,- m,2
kretynizm,VERB,negative,- m,2
kretyński,ADV,negative,- s,13
kretyńsko,ADJ,negative,- m,14
kretyńskość,VERB,negative,- m,4
kretyństwo,VERB,negative,- m,2
krew,VERB,negative,- m,2
krew z mlekiem,VERB,positive,+ s,2
krewa,VERB,negative,- m,2
krewki,ADV,negative,- s,4
krewko,ADJ,negative,- s,2
krewkość,VERB,negative,- s,2
krewni i znajomi królika,VERB,negative,- s,2
krezusowo,ADJ,positive,+ s,2
krezusowy,ADV,positive,+ s,1
kreślić,NOUN,positive,+ s,1
krnąbrnie,ADJ,negative,- s,3
krnąbrny,ADV,negative,- s,4
krocie,VERB,positive,+ s,1
krociowy,ADV,positive,+ s,2
krok milowy,VERB,positive,+ s,3
krok po kroku,ADJ,positive,+ s,2
krok za krokiem,ADJ,positive,+ s,2
kronika,VERB,positive,+ s,1
kropla w morzu,VERB,negative,- s,3
kropla w morzu potrzeb,VERB,negative,- s,3
krostowaty,ADV,negative,- s,1
krotochwilnie,ADJ,positive,+ s,2
krotochwilny,ADV,positive,+ s,4
krotofilny,ADV,positive,+ s,2
krowa,VERB,negative,- s,4
krowiasty,ADV,negative,- s,4
krościaty,ADV,negative,- s,2
krucho,ADJ,negative,- s,2
kruchość,VERB,negative,- s,4
kruchusieńki,ADV,positive,+ s,4
kruchusieńko,ADJ,negative,- s,2
kruchuteńki,ADV,positive,+ s,9
kruchuteńko,ADJ,negative,- s,2
kruchutki,ADV,positive,+ s,8
kruchutko,ADJ,negative,- s,2
kruchy,ADV,negative,- s,7
krucjata,VERB,positive,+ s,2
kruszec,VERB,positive,+ s,1
kruszyna,VERB,positive,+ s,2
krwawa łaźnia,VERB,negative,- m,2
krwawica,VERB,negative,- m,1
krwawie,ADJ,negative,- s,4
krwawić,NOUN,negative,- s,4
krwawo,ADJ,negative,- s,13
krwawy,ADV,negative,- s,23
krwiopijca,VERB,negative,- s,4
krwiopijczy,ADV,negative,- m,2
krwiożerca,VERB,negative,- m,2
krwiożerczo,ADJ,negative,- s,5
krwiożerczość,VERB,negative,- m,2
krwiożerczy,ADV,negative,- m,4
krygowanie się,VERB,negative,- s,2
kryminalista,VERB,negative,- m,2
kryminalny,ADV,negative,- s,1
kryminalny,VERB,negative,- m,2
kryminał,VERB,negative,- s,5
kryminałka,VERB,negative,- s,3
kryminogennie,ADJ,negative,- s,2
kryminogenny,ADV,negative,- s,3
kryptokomunizm,VERB,negative,- m,1
kryptonimiczny,ADV,negative,- s,1
kryptonimowo,ADJ,negative,- s,2
krystalicznie,ADJ,positive,+ s,4
kryształowo,ADJ,positive,+ s,4
kryształowy,ADV,positive,+ s,10
kryterialny,ADV,positive,+ s,1
krytycyzm,VERB,negative,- s,3
krytyczka,VERB,negative,- s,2
krytycznie,ADJ,positive,+ s,2
krytyczność,VERB,positive,+ s,6
krytyczny,ADV,negative,- s,6
krytyk,VERB,negative,- s,1
krytykancki,ADV,negative,- s,5
krytykancko,ADJ,negative,- s,2
krytykant,VERB,negative,- s,2
kryzys,VERB,negative,- s,7
kryzys finansowy,VERB,negative,- m,2
kryzys gospodarczy,VERB,negative,- m,2
kryzys psychiczny,VERB,negative,- m,2
kryzys psychologiczny,VERB,negative,- m,2
kryzys walutowy,VERB,negative,- m,2
kryzysogennie,ADJ,negative,- s,2
kryzysogenny,ADV,negative,- s,3
kryzysotwórczy,ADV,negative,- s,3
kryzysowy,ADV,negative,- s,4
krzaczasto,ADJ,negative,- s,1
krzaczek,VERB,positive,+ s,1
krzepa,VERB,positive,+ m,2
krzepiąco,ADJ,positive,+ s,2
krzepiący,ADV,positive,+ s,2
krzepki,ADV,positive,+ s,3
krzepko,ADJ,positive,+ s,2
krzepkość,VERB,positive,+ m,2
krzta,VERB,negative,- s,1
krzyczeć,NOUN,negative,- s,2
krzycząco,ADJ,negative,- s,4
krzyczący,ADV,negative,- m,2
krzykactwo,VERB,negative,- s,2
krzykacz,VERB,negative,- s,1
krzykała,VERB,negative,- s,2
krzykliwie,ADJ,negative,- s,6
krzykliwy,ADV,negative,- s,4
krzywda,VERB,negative,- m,2
